topic_id,df,label
тестили,1,тестили
тесла,1,тесла
тески,1,тески
тесен,1,тесен
теряются,1,теряются
терятся,1,терятся
типичные,1,типичные
типла,1,типла
тони,1,тони
толстой,1,толстой
толпы,1,толпы
толпились,1,толпились
толпа,1,толпа
толком,1,толком
толковых,1,толковых
толкового,1,толкового
толково,1,толково
толкку,1,толкку
толкал,1,толкал
толк,1,толк
толи,1,толи
толерантность,1,толерантность
